review_id,review_date,product_id,rating,review_text,verified_purchase,helpful_votes,country
R00430,2025-10-31,P002,3,does what the listing says,True,4,United Kingdom
R00431,2026-06-02,P020,2,quality is disappointing,False,4,United States
R00432,2026-07-19,P028,1,poor value compared with alternatives,True,1,Canada
R00433,2026-06-26,P028,5,great value for the price,True,3,United States
R00434,2025-12-10,P004,5,shipping was smooth,True,0,Germany
R00435,2026-07-28,P029,5,ok,True,0,United States
R00436,2026-07-13,P009,4,better quality than expected,True,0,United States
R00437,2025-12-23,P027,4,simple controls and clear instructions,True,2,Germany
R00438,2026-06-26,P004,3,works as expected,True,2,United States
R00439,2026-03-16,P022,3,works as expected,True,0,United States
R00440,2026-04-24,P030,5,simple controls and clear instructions,True,2,United States
R00441,2025-11-20,P028,1,fit is too tight,True,4,United States
R00442,2025-09-21,P023,5,better quality than expected,True,8,United Kingdom
R00443,2025-10-15,P007,5,very durable in daily use,True,4,Germany
R00444,2025-11-01,P016,5,simple controls and clear instructions,True,0,Australia
R00445,2026-07-01,P016,5,very durable in daily use,True,1,United States
R00446,2026-07-06,P009,5,feels premium and reliable,True,2,United States
R00447,2025-11-30,P004,5,arrived early and well packaged,True,0,United Kingdom
R00448,2025-08-27,P016,4,still works perfectly after months,True,2,Australia
R00449,2025-09-28,P027,4,has held up really well,True,1,United States
R00450,2026-02-24,P018,4,shipping was smooth,True,4,Australia
R00451,2025-08-21,P025,1,overpriced for what it offers,True,3,United States
R00452,2025-11-21,P014,2,instructions are unclear,True,0,United Kingdom
R00453,2025-12-09,P028,3,average experience,True,6,United States
R00454,2026-01-01,P022,5,has held up really well,True,3,Germany
R00455,2026-04-11,P003,4,excellent build quality,True,2,United Kingdom
R00456,2025-10-23,P013,5,worth every dollar,True,1,United States
R00457,2026-06-22,P004,4,shipping was smooth,True,2,Germany
R00458,2026-01-03,P021,4,shipping was smooth,True,0,United States
R00459,2026-04-25,P017,3,works as expected,True,5,United States
R00460,2025-09-01,P018,5,better quality than expected,True,7,Australia
R00461,2026-01-22,P020,5,fast delivery with no damage,True,4,Australia
R00462,2025-10-25,P019,5,size and fit are exactly right,True,2,United States
R00463,2025-12-31,P014,5,fits perfectly and feels comfortable,True,3,United States
R00464,2025-09-29,P005,4,better quality than expected,True,1,United States
R00465,2026-02-12,P027,5,great value for the price,True,2,United Kingdom
R00466,2026-05-15,P010,4,feels premium and reliable,True,0,Germany
R00467,2025-12-11,P008,5,works intuitively,True,0,Germany
R00468,2026-04-09,P016,4,has held up really well,True,1,Australia
R00469,2025-08-25,P014,4,feels premium and reliable,True,6,Canada
R00470,2025-10-29,P004,3,acceptable overall with room to improve,False,2,United States
R00471,2026-05-27,P006,2,not worth the price,True,2,United States
R00472,2025-10-08,P023,5,works intuitively,True,2,United States
R00473,2026-04-24,P009,3,average experience,True,2,Canada
R00474,2026-02-06,P005,3,acceptable overall with room to improve,True,3,United Kingdom
R00475,2026-01-14,P027,2,works intuitively,True,0,United States
R00476,2025-08-11,P016,3,arrived late with damaged packaging,True,1,Germany
R00477,2026-01-06,P016,2,easy to set up and use,True,0,United States
R00478,2026-07-07,P003,1,delivery took far too long,True,10,United States
R00479,2025-09-19,P008,4,has held up really well,False,1,Canada
R00480,2026-07-12,P006,2,frustrating to use,True,1,Canada
R00481,2026-03-03,P005,5,has held up really well,True,2,United States
R00482,2025-08-07,P010,3,acceptable overall with room to improve,True,8,United Kingdom
R00483,2026-06-22,P017,3,product received,True,1,United States
R00484,2026-04-01,P014,2,defective finish out of the box,True,5,United States
R00485,2026-04-13,P011,4,feels premium and reliable,False,3,United States
R00486,2026-01-02,P008,4,fits perfectly and feels comfortable,True,9,United Kingdom
R00487,2025-10-23,P012,4,has held up really well,True,2,United Kingdom
R00488,2025-12-25,P027,5,size and fit are exactly right,True,0,United States
R00489,2026-06-11,P007,4,simple controls and clear instructions,True,3,Canada
R00490,2026-07-22,P012,5,worth every dollar,True,4,United States
R00491,2026-03-29,P013,1,delivery took far too long,True,0,United States
R00492,2025-11-17,P024,2,poor build quality and cheap materials,True,2,United States
R00493,2025-08-26,P013,4,arrived early and well packaged,True,2,Canada
R00494,2026-01-22,P025,4,,True,0,United Kingdom
R00495,2026-07-22,P005,3,acceptable overall with room to improve,True,6,United States
R00496,2026-01-08,P003,1,frustrating to use,True,1,United States
R00497,2025-08-20,P029,5,arrived early and well packaged,True,2,United States
R00498,2026-03-03,P004,4,excellent build quality,True,0,United States
R00499,2026-03-06,P017,1,ok,True,6,United States
R00500,2025-10-20,P007,4,feels premium and reliable,True,0,Germany
R00501,2025-12-04,P009,1,poor build quality and cheap materials,True,1,Germany
R00502,2025-12-14,P002,1,defective finish out of the box,True,2,Australia
R00503,2026-03-02,P012,5,size and fit are exactly right,True,2,United States
R00504,2026-07-23,P006,5,has held up really well,True,9,Germany
R00505,2026-07-26,P002,2,defective finish out of the box,True,10,United Kingdom
R00506,2026-01-30,P016,4,excellent build quality,True,1,United States
R00507,2025-11-28,P014,5,better quality than expected,True,4,United States
R00508,2026-06-14,P020,2,acceptable overall with room to improve,True,5,Australia
R00509,2025-11-22,P012,5,still works perfectly after months,True,1,Canada
R00510,2026-06-02,P021,5,excellent price to performance,True,6,United States
R00511,2025-08-09,P005,5,arrived early and well packaged,True,3,United Kingdom
R00512,2026-06-17,P028,1,defective finish out of the box,True,8,Germany
R00513,2025-12-01,P016,3,uncomfortable and badly sized,True,0,United States
R00514,2026-06-17,P020,5,still works perfectly after months,True,4,United Kingdom
R00515,2026-02-24,P007,5,better quality than expected,True,4,Australia
R00516,2026-02-24,P030,4,fits perfectly and feels comfortable,True,9,United States
R00517,2026-01-21,P030,3,works as expected,True,2,United Kingdom
R00518,2025-09-05,P008,4,feels premium and reliable,False,1,United States
R00519,2025-12-16,P024,3,does what the listing says,True,4,United States
R00520,2025-09-23,P007,4,shipping was smooth,True,1,Australia
R00521,2025-08-31,P018,3,works as expected,True,0,United Kingdom
R00522,2025-10-02,P008,4,better quality than expected,True,1,United States
R00523,2025-11-08,P003,4,arrived early and well packaged,True,4,United States
R00524,2025-10-12,P009,3,acceptable overall with room to improve,True,4,United States
R00525,2025-09-15,P015,5,fast delivery with no damage,True,1,Australia
R00526,2025-11-01,P007,5,easy to set up and use,True,1,United States
R00527,2026-01-13,P024,2,poor value compared with alternatives,True,4,United States
R00528,2025-12-22,P020,5,simple controls and clear instructions,True,2,Germany
R00529,2026-04-29,P008,3,average experience,False,3,Australia
R00530,2025-09-10,P029,3,stopped working after a few weeks,True,0,United States
R00531,2026-04-04,P022,1,arrived late with damaged packaging,True,3,United States
R00532,2026-02-22,P026,5,comfortable for long sessions,True,3,United States
R00533,2026-04-20,P030,5,fast delivery with no damage,True,1,Canada
R00534,2025-11-04,P006,2,instructions are unclear,True,1,United States
R00535,2026-01-11,P002,1,does not fit as described,True,3,United Kingdom
R00536,2025-08-27,P004,5,arrived early and well packaged,True,6,United States
R00537,2025-10-26,P028,2,poor value compared with alternatives,False,2,United States
R00538,2025-12-11,P019,4,fits perfectly and feels comfortable,False,2,Australia
R00539,2025-08-16,P020,4,very durable in daily use,True,8,United Kingdom
R00540,2025-08-21,P011,3,does what the listing says,True,0,Australia
R00541,2025-11-04,P014,5,excellent price to performance,True,0,United States
R00542,2026-04-20,P004,4,very durable in daily use,True,0,United Kingdom
R00543,2025-11-12,P011,5,still works perfectly after months,False,1,United States
R00544,2026-01-24,P029,4,worth every dollar,True,6,United States
R00545,2026-04-12,P010,3,average experience,True,5,United States
R00546,2025-12-10,P016,3,acceptable overall with room to improve,True,1,United States
R00547,2026-02-18,P001,2,excellent build quality,True,0,Germany
R00548,2026-06-25,P028,4,comfortable for long sessions,True,3,United States
R00549,2025-10-12,P022,5,arrived early and well packaged,True,3,United States
R00550,2025-11-14,P018,4,works intuitively,False,5,United States
R00551,2026-01-07,P029,5,worth every dollar,False,1,United Kingdom
R00552,2026-01-01,P018,3,works as expected,False,1,Canada
R00553,2026-03-15,P005,2,fit is too tight,True,3,United States
R00554,2025-09-04,P030,5,worth every dollar,True,3,Australia
R00555,2025-10-18,P007,4,excellent price to performance,True,0,United States
R00556,2026-05-17,P025,5,excellent price to performance,True,3,United States
R00557,2025-12-10,P011,2,quality is disappointing,False,1,Australia
R00558,2025-08-06,P021,4,size and fit are exactly right,True,0,United Kingdom
R00559,2025-09-23,P009,4,better quality than expected,True,0,Canada
R00560,2026-04-04,P004,3,average experience,True,7,Canada
R00561,2026-03-23,P025,3,acceptable overall with room to improve,True,10,Australia
R00562,2026-03-09,P018,5,better quality than expected,False,1,United States
R00563,2026-03-29,P009,3,defective finish out of the box,True,7,Canada
R00564,2025-10-30,P002,3,works as expected,True,0,Canada
R00565,2026-01-13,P014,4,excellent build quality,True,1,United States
R00566,2025-10-03,P021,4,shipping was smooth,False,2,Germany
R00567,2025-12-19,P008,2,frustrating to use,True,3,United Kingdom
R00568,2025-10-20,P021,5,still works perfectly after months,True,3,United States
R00569,2025-08-30,P027,5,great value for the price,True,2,Canada
R00570,2026-04-19,P020,5,feels premium and reliable,True,1,Canada
R00571,2026-02-25,P010,4,product received,True,8,Canada
R00572,2025-08-15,P010,5,shipping was smooth,True,8,United States
R00573,2026-05-25,P017,5,works intuitively,True,0,United Kingdom
R00574,2025-10-27,P016,5,worth every dollar,True,0,Australia
R00575,2025-10-10,P021,5,product received,True,1,United States
R00576,2026-05-10,P007,5,comfortable for long sessions,True,0,United States
R00577,2025-10-31,P028,2,poor build quality and cheap materials,True,2,United States
R00578,2025-09-26,P025,5,worth every dollar,True,4,United States
R00579,2025-09-16,P022,5,shipping was smooth,True,0,Australia
R00580,2026-02-07,P002,4,very durable in daily use,True,1,United States
R00581,2025-12-09,P021,4,great value for the price,True,1,United States
R00582,2025-12-14,P019,5,works intuitively,True,2,United Kingdom
R00583,2026-06-03,P015,5,works intuitively,True,4,Canada
R00584,2026-06-24,P015,5,shipping was smooth,True,0,United States
R00585,2026-05-29,P015,2,quality is disappointing,True,1,Canada
R00586,2026-06-17,P004,5,worth every dollar,True,1,Australia
R00587,2025-08-28,P021,5,works intuitively,True,3,Germany
R00588,2026-02-09,P005,5,worth every dollar,True,3,Canada
R00589,2026-07-09,P002,5,has held up really well,False,6,United States
R00590,2026-02-19,P017,5,shipping was smooth,True,5,United Kingdom
R00591,2025-11-20,P020,2,arrived late with damaged packaging,True,1,United States
R00592,2026-06-08,P020,4,comfortable for long sessions,True,3,United Kingdom
R00593,2026-06-17,P024,5,very durable in daily use,False,7,United Kingdom
R00594,2025-09-18,P029,5,very durable in daily use,True,5,Canada
R00595,2025-10-27,P020,4,better quality than expected,True,1,Australia
R00596,2026-05-08,P021,5,shipping was smooth,True,2,United States
R00597,2025-08-05,P021,4,feels premium and reliable,True,8,Germany
R00598,2026-06-09,P027,5,has held up really well,True,2,United States
R00599,2026-01-16,P002,2,durability is unacceptable,True,2,United States
R00600,2025-08-17,P001,1,instructions are unclear,True,1,United States
R00601,2025-09-26,P025,4,easy to set up and use,True,7,Australia
R00602,2026-04-07,P004,5,works intuitively,True,1,Germany
R00603,2026-06-18,P016,5,simple controls and clear instructions,True,1,Germany
R00604,2025-09-23,P026,1,box arrived crushed,False,1,United States
R00605,2026-03-15,P026,4,simple controls and clear instructions,True,2,United Kingdom
R00606,2026-03-29,P017,4,easy to set up and use,True,0,United States
R00607,2026-03-03,P003,1,broke much sooner than expected,True,5,Canada
R00608,2025-08-01,P021,3,acceptable overall with room to improve,True,5,Australia
R00609,2025-12-22,P009,3,does what the listing says,True,1,United States
R00610,2026-02-06,P029,4,very durable in daily use,True,1,United Kingdom
R00611,2025-10-30,P004,4,easy to set up and use,True,1,Australia
R00612,2025-10-19,P019,5,shipping was smooth,True,0,United States
R00613,2026-05-18,P003,5,simple controls and clear instructions,True,0,United States
R00614,2026-01-08,P016,1,quality is disappointing,True,1,Germany
R00615,2026-04-30,P027,2,durability is unacceptable,True,3,United States
R00616,2026-04-23,P002,2,delivery took far too long,True,1,United States
R00617,2026-06-02,P003,1,defective finish out of the box,True,5,United States
R00618,2025-11-08,P005,5,works intuitively,True,0,Australia
R00619,2026-02-08,P012,5,simple controls and clear instructions,True,1,United States
R00620,2026-04-04,P006,4,worth every dollar,True,2,United Kingdom
R00621,2026-05-09,P001,5,has held up really well,True,1,United Kingdom
R00622,2026-02-16,P025,3,acceptable overall with room to improve,True,0,United States
R00623,2025-11-15,P013,2,broke much sooner than expected,True,2,Germany
R00624,2026-04-09,P023,4,excellent build quality,True,2,United States
R00625,2026-07-19,P009,4,arrived early and well packaged,True,2,United Kingdom
R00626,2026-01-15,P004,4,excellent build quality,True,10,United States
R00627,2026-04-03,P013,4,size and fit are exactly right,True,6,United States
R00628,2026-04-14,P024,5,works intuitively,True,2,United States
