review_id,review_date,product_id,rating,review_text,verified_purchase,helpful_votes,country,text_sentiment,primary_topic,topic_evidence,rating_sentiment,sentiment_mismatch,review_month
R00270,2025-09-24,P003,2,delivery took far too long,True,0,United States,neutral,delivery,1,negative,False,2025-09
R00271,2026-06-05,P024,5,worth every dollar,True,1,United States,positive,value,1,positive,False,2026-06
R00272,2025-12-05,P010,5,easy to set up and use,False,3,United States,positive,usability,1,positive,False,2025-12
R00273,2026-07-31,P029,5,shipping was smooth,True,7,United States,positive,delivery,1,positive,False,2026-07
R00274,2026-06-01,P025,3,acceptable overall with room to improve,True,2,United Kingdom,neutral,unclassified,0,neutral,False,2026-06
R00275,2025-08-31,P025,3,average experience,True,0,United Kingdom,neutral,unclassified,0,neutral,False,2025-08
R00276,2026-02-20,P030,5,has held up really well,True,1,Canada,neutral,unclassified,0,positive,False,2026-02
R00277,2026-04-18,P006,3,acceptable overall with room to improve,True,6,Australia,neutral,unclassified,0,neutral,False,2026-04
R00278,2026-07-09,P009,4,feels premium and reliable,True,1,United States,positive,unclassified,0,positive,False,2026-07
R00279,2026-05-05,P001,3,acceptable overall with room to improve,True,3,Germany,neutral,unclassified,0,neutral,False,2026-05
R00280,2026-06-29,P009,3,quality is disappointing,True,0,United States,negative,quality,1,neutral,False,2026-06
R00281,2025-11-14,P030,5,arrived early and well packaged,False,3,United States,positive,delivery,1,positive,False,2025-11
R00282,2026-07-06,P029,2,does not fit as described,True,1,United States,negative,fit,1,negative,False,2026-07
R00283,2025-10-06,P009,1,not worth the price,False,9,United States,neutral,value,2,negative,False,2025-10
R00284,2026-06-07,P024,5,excellent build quality,True,2,United States,positive,quality,1,positive,False,2026-06
R00285,2026-06-14,P002,2,stopped working after a few weeks,True,5,Canada,negative,durability,2,negative,False,2026-06
R00286,2026-05-10,P026,2,fit is too tight,True,0,United States,negative,fit,2,negative,False,2026-05
R00287,2026-05-09,P019,4,very durable in daily use,True,5,United States,positive,durability,1,positive,False,2026-05
R00288,2026-06-23,P005,5,still works perfectly after months,True,3,Canada,positive,durability,1,positive,False,2026-06
R00289,2025-12-12,P001,4,excellent build quality,True,0,Canada,positive,quality,1,positive,False,2025-12
R00290,2025-12-04,P002,5,still works perfectly after months,True,2,United States,positive,durability,1,positive,False,2025-12
R00291,2026-02-21,P010,5,arrived early and well packaged,True,1,United States,positive,delivery,1,positive,False,2026-02
R00292,2026-04-22,P005,4,excellent price to performance,True,2,United States,positive,value,1,positive,False,2026-04
R00293,2026-01-16,P008,4,size and fit are exactly right,True,2,United Kingdom,positive,fit,2,positive,False,2026-01
R00294,2025-12-22,P006,4,fits perfectly and feels comfortable,True,1,United States,positive,fit,2,positive,False,2025-12
R00295,2025-11-17,P007,5,shipping was smooth,True,0,United Kingdom,positive,delivery,1,positive,False,2025-11
R00296,2025-11-16,P020,4,excellent price to performance,True,0,United States,positive,value,1,positive,False,2025-11
R00297,2026-07-19,P030,5,shipping was smooth,True,3,United Kingdom,positive,delivery,1,positive,False,2026-07
R00298,2025-11-09,P026,2,not worth the price,True,0,Canada,neutral,value,2,negative,False,2025-11
R00299,2026-01-27,P015,3,does what the listing says,True,2,United States,neutral,unclassified,0,neutral,False,2026-01
R00300,2025-12-21,P006,1,does not fit as described,True,1,Germany,negative,fit,1,negative,False,2025-12
R00301,2025-08-25,P029,5,very durable in daily use,True,3,United States,positive,durability,1,positive,False,2025-08
R00302,2026-03-04,P014,1,fine,True,14,United States,neutral,unclassified,0,negative,False,2026-03
R00303,2025-12-15,P015,3,acceptable overall with room to improve,True,1,United States,neutral,unclassified,0,neutral,False,2025-12
R00304,2026-03-19,P020,5,still works perfectly after months,True,6,Germany,positive,durability,1,positive,False,2026-03
R00305,2025-09-28,P025,5,works intuitively,True,5,United States,positive,usability,1,positive,False,2025-09
R00306,2025-12-18,P004,4,great value for the price,True,3,United States,positive,value,2,positive,False,2025-12
R00307,2025-09-08,P008,2,acceptable overall with room to improve,False,0,Germany,neutral,unclassified,0,negative,False,2025-09
R00308,2025-12-25,P020,5,size and fit are exactly right,True,1,Germany,positive,fit,2,positive,False,2025-12
R00309,2025-11-03,P026,4,fast delivery with no damage,True,1,United States,positive,delivery,1,positive,False,2025-11
R00310,2025-09-08,P007,5,has held up really well,True,3,Australia,neutral,unclassified,0,positive,False,2025-09
R00311,2026-07-17,P008,5,better quality than expected,True,1,United Kingdom,neutral,quality,1,positive,False,2026-07
R00312,2026-01-10,P022,2,arrived late with damaged packaging,True,2,United Kingdom,negative,delivery,2,negative,False,2026-01
R00313,2026-05-11,P007,5,size and fit are exactly right,True,5,United States,positive,fit,2,positive,False,2026-05
R00314,2026-01-04,P022,1,not worth the price,True,0,United States,neutral,value,2,negative,False,2026-01
R00315,2025-12-08,P028,5,excellent price to performance,True,2,United States,positive,value,1,positive,False,2025-12
R00316,2026-05-11,P005,5,excellent build quality,True,3,Australia,positive,quality,1,positive,False,2026-05
R00317,2025-09-19,P027,5,worth every dollar,True,2,United States,positive,value,1,positive,False,2025-09
R00318,2025-12-15,P004,3,does what the listing says,True,6,Canada,neutral,unclassified,0,neutral,False,2025-12
R00319,2025-09-01,P017,2,instructions are unclear,True,3,United States,negative,usability,1,negative,False,2025-09
R00320,2026-05-15,P020,5,works intuitively,True,4,Germany,positive,usability,1,positive,False,2026-05
R00321,2026-06-11,P017,2,instructions are unclear,True,4,United States,negative,usability,1,negative,False,2026-06
R00322,2026-05-09,P030,4,size and fit are exactly right,True,5,United States,positive,fit,2,positive,False,2026-05
R00323,2026-06-20,P011,4,better quality than expected,True,5,Germany,neutral,quality,1,positive,False,2026-06
R00324,2025-08-16,P011,4,comfortable for long sessions,True,1,Canada,positive,fit,1,positive,False,2025-08
R00325,2026-07-21,P018,2,stopped working after a few weeks,True,1,Canada,negative,durability,2,negative,False,2026-07
R00326,2026-05-11,P018,3,works as expected,True,0,United Kingdom,neutral,unclassified,0,neutral,False,2026-05
R00327,2026-04-16,P013,5,shipping was smooth,True,5,Germany,positive,delivery,1,positive,False,2026-04
R00328,2026-03-31,P003,2,frustrating to use,False,3,United States,negative,usability,1,negative,False,2026-03
R00329,2026-02-17,P026,5,very durable in daily use,True,3,United States,positive,durability,1,positive,False,2026-02
R00330,2026-07-31,P029,5,great value for the price,True,1,Australia,positive,value,2,positive,False,2026-07
R00331,2025-10-15,P001,5,still works perfectly after months,True,2,United States,positive,durability,1,positive,False,2025-10
R00332,2026-04-21,P004,4,worth every dollar,True,1,United States,positive,value,1,positive,False,2026-04
R00333,2025-08-30,P014,3,instructions are unclear,True,0,Canada,negative,usability,1,neutral,False,2025-08
R00334,2025-09-26,P006,3,acceptable overall with room to improve,True,6,United States,neutral,unclassified,0,neutral,False,2025-09
R00335,2026-04-15,P015,4,has held up really well,True,4,United Kingdom,neutral,unclassified,0,positive,False,2026-04
R00336,2026-07-09,P001,5,feels premium and reliable,True,2,United States,positive,unclassified,0,positive,False,2026-07
R00337,2025-11-27,P025,5,still works perfectly after months,True,3,United Kingdom,positive,durability,1,positive,False,2025-11
R00338,2025-09-22,P005,2,poor value compared with alternatives,True,3,Australia,negative,value,1,negative,False,2025-09
R00339,2025-10-05,P013,4,shipping was smooth,True,2,Canada,positive,delivery,1,positive,False,2025-10
R00340,2025-10-25,P005,3,stopped working after a few weeks,True,1,Australia,negative,durability,2,neutral,False,2025-10
R00341,2026-02-22,P023,3,works as expected,True,1,Australia,neutral,unclassified,0,neutral,False,2026-02
R00342,2026-04-16,P023,5,shipping was smooth,True,5,Australia,positive,delivery,1,positive,False,2026-04
R00343,2026-01-10,P021,4,arrived early and well packaged,True,0,United States,positive,delivery,1,positive,False,2026-01
R00344,2026-02-02,P005,5,shipping was smooth,True,3,Germany,positive,delivery,1,positive,False,2026-02
R00345,2025-10-03,P008,4,works intuitively,True,6,United Kingdom,positive,usability,1,positive,False,2025-10
R00346,2026-06-01,P003,4,better quality than expected,True,0,United States,neutral,quality,1,positive,False,2026-06
R00347,2026-04-02,P029,4,,True,0,Canada,neutral,unclassified,0,positive,False,2026-04
R00348,2025-08-07,P002,5,still works perfectly after months,True,1,United States,positive,durability,1,positive,False,2025-08
R00349,2026-04-19,P001,4,excellent price to performance,True,1,United Kingdom,positive,value,1,positive,False,2026-04
R00350,2025-08-09,P002,3,stopped working after a few weeks,True,1,United States,negative,durability,2,neutral,False,2025-08
R00351,2026-02-01,P021,5,size and fit are exactly right,True,7,United States,positive,fit,2,positive,False,2026-02
R00352,2026-05-07,P002,3,stopped working after a few weeks,True,0,United States,negative,durability,2,neutral,False,2026-05
R00353,2025-08-09,P029,5,fits perfectly and feels comfortable,True,4,Germany,positive,fit,2,positive,False,2025-08
R00354,2025-10-24,P003,3,arrived late with damaged packaging,True,4,Canada,negative,delivery,2,neutral,False,2025-10
R00355,2026-06-09,P021,4,simple controls and clear instructions,True,1,United States,positive,usability,2,positive,False,2026-06
R00356,2026-01-18,P023,4,simple controls and clear instructions,True,5,Australia,positive,usability,2,positive,False,2026-01
R00357,2026-06-22,P005,2,broke much sooner than expected,True,11,Canada,negative,durability,1,negative,False,2026-06
R00358,2026-01-29,P018,5,has held up really well,True,1,United States,neutral,unclassified,0,positive,False,2026-01
R00359,2026-01-15,P017,5,easy to set up and use,True,0,United States,positive,usability,1,positive,False,2026-01
R00360,2026-07-03,P024,5,great value for the price,True,7,United States,positive,value,2,positive,False,2026-07
R00361,2026-02-13,P006,4,excellent price to performance,True,0,Canada,positive,value,1,positive,False,2026-02
R00362,2026-05-25,P028,5,great value for the price,True,5,United States,positive,value,2,positive,False,2026-05
R00363,2026-02-05,P018,5,easy to set up and use,True,4,Germany,positive,usability,1,positive,False,2026-02
R00364,2026-07-09,P026,3,works as expected,True,4,Australia,neutral,unclassified,0,neutral,False,2026-07
R00365,2026-01-18,P014,5,worth every dollar,True,1,Canada,positive,value,1,positive,False,2026-01
R00366,2026-04-16,P006,5,feels premium and reliable,True,6,Canada,positive,unclassified,0,positive,False,2026-04
R00367,2026-03-05,P027,4,fast delivery with no damage,True,1,United States,positive,delivery,1,positive,False,2026-03
R00368,2026-01-27,P016,5,fine,True,3,Germany,neutral,unclassified,0,positive,False,2026-01
R00369,2026-03-03,P011,5,arrived early and well packaged,True,7,United States,positive,delivery,1,positive,False,2026-03
R00370,2026-05-02,P002,5,has held up really well,True,1,Australia,neutral,unclassified,0,positive,False,2026-05
R00371,2026-04-14,P010,5,arrived early and well packaged,True,4,United States,positive,delivery,1,positive,False,2026-04
R00372,2025-10-20,P002,1,not worth the price,True,4,Canada,neutral,value,2,negative,False,2025-10
R00373,2025-12-19,P018,4,worth every dollar,True,6,United States,positive,value,1,positive,False,2025-12
R00374,2025-08-02,P022,2,arrived late with damaged packaging,True,1,Canada,negative,delivery,2,negative,False,2025-08
R00375,2025-08-14,P019,4,excellent build quality,True,2,Canada,positive,quality,1,positive,False,2025-08
R00376,2026-02-01,P006,5,has held up really well,True,0,Australia,neutral,unclassified,0,positive,False,2026-02
R00377,2026-04-01,P019,3,does what the listing says,True,2,Germany,neutral,unclassified,0,neutral,False,2026-04
R00378,2026-07-25,P030,3,average experience,True,0,Germany,neutral,unclassified,0,neutral,False,2026-07
R00379,2026-05-31,P003,4,better quality than expected,True,5,United States,neutral,quality,1,positive,False,2026-05
R00380,2025-11-27,P028,5,worth every dollar,True,4,United States,positive,value,1,positive,False,2025-11
R00381,2026-07-15,P020,4,worth every dollar,True,0,Canada,positive,value,1,positive,False,2026-07
R00382,2026-07-24,P017,3,confusing setup and difficult controls,True,1,United States,negative,usability,2,neutral,False,2026-07
R00383,2025-11-08,P005,5,fast delivery with no damage,True,5,United States,positive,delivery,1,positive,False,2025-11
R00384,2026-01-29,P002,2,durability is unacceptable,True,2,United States,negative,unclassified,0,negative,False,2026-01
R00385,2026-04-05,P006,5,simple controls and clear instructions,True,0,United Kingdom,positive,usability,2,positive,False,2026-04
R00386,2026-06-22,P019,5,size and fit are exactly right,True,0,United States,positive,fit,2,positive,False,2026-06
R00387,2025-12-08,P019,3,works as expected,True,1,United States,neutral,unclassified,0,neutral,False,2025-12
R00388,2026-07-19,P016,1,stopped working after a few weeks,True,4,Germany,negative,durability,2,negative,False,2026-07
R00389,2026-03-18,P002,2,broke much sooner than expected,True,2,United States,negative,durability,1,negative,False,2026-03
R00390,2026-01-19,P015,1,broke much sooner than expected,True,2,United States,negative,durability,1,negative,False,2026-01
R00391,2025-09-04,P030,4,very durable in daily use,True,0,Canada,positive,durability,1,positive,False,2025-09
R00392,2026-03-13,P015,5,feels premium and reliable,True,1,Canada,positive,unclassified,0,positive,False,2026-03
